order_id,on_time_delivery,on_time_delivery_normalized,days_sales_outstanding,days_sales_outstanding_normalized,order_accuracy,order_accuracy_normalized,invoice_accuracy,invoice_accuracy_normalized,avg_cost_delivery,avg_cost_delivery_normalized
order_788,64.07,0.6407,35,0.3889,78.35,0.7835,74.13,0.7413,30.53,0.3053
order_789,88.85,0.8885,30,0.3333,92.78,0.9278,94.83,0.9483,23.41,0.2341
order_79,89.94,0.8994,31,0.3444,90.63,0.9063,96.26,0.9626,23.18,0.2318
order_790,69.35,0.6935,45,0.5,75.51,0.7551,67.7,0.677,40.61,0.4061
order_791,69.07,0.6907,39,0.4333,76.85,0.7685,66.0,0.66,42.01,0.4201
order_792,95.61,0.9561,30,0.3333,89.84,0.8984,85.99,0.8599,21.7,0.217
order_793,88.01,0.8801,33,0.3667,94.33,0.9433,87.19,0.8719,18.37,0.1837
order_794,90.89,0.9089,32,0.3556,92.94,0.9294,87.03,0.8703,22.94,0.2294
order_795,93.82,0.9382,33,0.3667,91.88,0.9188,92.13,0.9213,19.27,0.1927
order_796,93.17,0.9317,32,0.3556,89.58,0.8958,91.1,0.911,22.93,0.2293
order_797,72.34,0.7234,39,0.4333,67.43,0.6743,74.53,0.7453,34.11,0.3411
order_798,83.53,0.8353,31,0.3444,96.45,0.9645,90.84,0.9084,25.48,0.2548
order_799,91.29,0.9129,33,0.3667,93.68,0.9368,91.8,0.918,21.47,0.2147
order_8,89.09,0.8909,33,0.3667,91.66,0.9166,88.77,0.8877,19.75,0.1975
order_80,96.14,0.9614,33,0.3667,94.76,0.9476,88.83,0.8883,23.25,0.2325
order_800,89.65,0.8965,33,0.3667,91.56,0.9156,92.48,0.9248,21.15,0.2115
order_801,87.7,0.877,34,0.3778,90.16,0.9016,93.69,0.9369,23.37,0.2337
order_802,87.36,0.8736,30,0.3333,93.44,0.9344,92.85,0.9285,21.69,0.2169
order_803,91.3,0.913,36,0.4,92.73,0.9273,86.85,0.8685,23.65,0.2365
order_804,88.47,0.8847,43,0.4778,68.39,0.6839,69.01,0.6901,31.29,0.3129
order_805,91.93,0.9193,29,0.3222,93.25,0.9325,88.99,0.8899,22.25,0.2225
order_806,88.9,0.889,32,0.3556,94.06,0.9406,89.04,0.8904,23.25,0.2325
order_807,89.85,0.8985,30,0.3333,99.6,0.996,93.43,0.9343,21.69,0.2169
order_808,86.32,0.8632,52,0.5778,74.98,0.7498,72.78,0.7278,32.07,0.3207
order_809,89.56,0.8956,32,0.3556,94.46,0.9446,93.0,0.93,23.12,0.2312
order_81,76.9,0.769,34,0.3778,69.43,0.6943,65.63,0.6563,36.31,0.3631
order_810,93.15,0.9315,29,0.3222,93.11,0.9311,94.86,0.9486,21.4,0.214
order_811,91.38,0.9138,32,0.3556,94.64,0.9464,91.31,0.9131,23.33,0.2333
order_812,62.64,0.6264,39,0.4333,78.08,0.7808,74.27,0.7427,46.96,0.4696
order_813,88.83,0.8883,36,0.4,92.35,0.9235,95.99,0.9599,23.63,0.2363
order_814,87.26,0.8726,33,0.3667,93.87,0.9387,93.88,0.9388,21.55,0.2155
order_815,89.08,0.8908,35,0.3889,93.75,0.9375,94.48,0.9448,21.55,0.2155
order_816,88.33,0.8833,37,0.4111,71.7,0.717,82.2,0.822,35.33,0.3533
order_817,94.8,0.948,34,0.3778,93.61,0.9361,86.56,0.8656,21.96,0.2196
order_818,90.3,0.903,35,0.3889,97.97,0.9797,89.95,0.8995,23.6,0.236
order_819,92.3,0.923,35,0.3889,95.25,0.9525,86.17,0.8617,21.69,0.2169
order_82,86.53,0.8653,31,0.3444,96.45,0.9645,92.92,0.9292,24.3,0.243
order_820,91.03,0.9103,29,0.3222,87.7,0.877,92.45,0.9245,21.57,0.2157
order_821,67.18,0.6718,31,0.3444,70.86,0.7086,68.44,0.6844,42.0,0.42
order_822,76.51,0.7651,51,0.5667,68.75,0.6875,77.05,0.7705,38.28,0.3828
order_823,92.08,0.9208,31,0.3444,96.68,0.9668,92.89,0.9289,20.64,0.2064
order_824,89.96,0.8996,31,0.3444,95.22,0.9522,88.46,0.8846,21.94,0.2194
order_825,78.16,0.7816,41,0.4556,85.43,0.8543,76.19,0.7619,37.96,0.3796
order_826,90.65,0.9065,33,0.3667,95.01,0.9501,86.52,0.8652,21.4,0.214
order_827,85.55,0.8555,35,0.3889,93.85,0.9385,91.42,0.9142,23.79,0.2379
order_828,91.27,0.9127,29,0.3222,93.82,0.9382,90.99,0.9099,18.51,0.1851
order_829,87.93,0.8793,32,0.3556,93.71,0.9371,87.55,0.8755,24.3,0.243
order_83,89.69,0.8969,32,0.3556,95.0,0.95,89.64,0.8964,22.91,0.2291
order_830,88.9,0.889,30,0.3333,95.43,0.9543,96.48,0.9648,23.45,0.2345
order_831,92.77,0.9277,31,0.3444,90.01,0.9001,96.47,0.9647,26.11,0.2611
order_832,87.34,0.8734,39,0.4333,67.92,0.6792,61.47,0.6147,27.9,0.279
order_833,74.14,0.7414,51,0.5667,75.01,0.7501,72.42,0.7242,46.25,0.4625
order_834,71.77,0.7177,53,0.5889,89.94,0.8994,68.95,0.6895,34.53,0.3453
order_835,92.09,0.9209,31,0.3444,91.11,0.9111,95.84,0.9584,24.43,0.2443
order_836,90.47,0.9047,29,0.3222,90.93,0.9093,92.32,0.9232,21.0,0.21
order_837,72.27,0.7227,47,0.5222,81.13,0.8113,81.03,0.8103,32.06,0.3206
order_838,72.25,0.7225,46,0.5111,79.14,0.7914,82.26,0.8226,40.52,0.4052
order_839,95.54,0.9554,33,0.3667,96.66,0.9666,91.03,0.9103,22.03,0.2203
order_84,82.29,0.8229,51,0.5667,81.1,0.811,69.33,0.6933,46.26,0.4626
order_840,57.46,0.5746,32,0.3556,80.77,0.8077,70.11,0.7011,41.63,0.4163
order_841,75.52,0.7552,44,0.4889,70.3,0.703,74.56,0.7456,43.97,0.4397
order_842,84.76,0.8476,53,0.5889,77.71,0.7771,72.19,0.7219,28.86,0.2886
order_843,88.41,0.8841,32,0.3556,96.63,0.9663,90.17,0.9017,23.59,0.2359
order_844,90.0,0.9,32,0.3556,94.62,0.9462,90.83,0.9083,21.14,0.2114
order_845,84.89,0.8489,31,0.3444,92.8,0.928,90.45,0.9045,22.83,0.2283
order_846,91.98,0.9198,33,0.3667,96.49,0.9649,93.73,0.9373,21.41,0.2141
order_847,71.3,0.713,43,0.4778,80.02,0.8002,81.18,0.8118,45.15,0.4515
order_848,88.38,0.8838,32,0.3556,95.68,0.9568,95.2,0.952,23.88,0.2388
order_849,74.49,0.7449,33,0.3667,69.01,0.6901,72.18,0.7218,40.05,0.4005
order_85,86.7,0.867,32,0.3556,95.58,0.9558,88.55,0.8855,24.21,0.2421
order_850,71.98,0.7198,49,0.5444,72.27,0.7227,61.79,0.6179,35.25,0.3525
order_851,89.71,0.8971,31,0.3444,93.46,0.9346,93.0,0.93,21.66,0.2166
order_852,74.47,0.7447,31,0.3444,78.74,0.7874,69.29,0.6929,47.66,0.4766
order_853,67.48,0.6748,30,0.3333,80.33,0.8033,72.77,0.7277,31.95,0.3195
order_854,85.41,0.8541,36,0.4,97.54,0.9754,84.54,0.8454,21.08,0.2108
order_855,88.31,0.8831,38,0.4222,72.57,0.7257,67.74,0.6774,31.27,0.3127
order_856,84.89,0.8489,35,0.3889,89.39,0.8939,92.74,0.9274,23.77,0.2377
order_857,85.65,0.8565,30,0.3333,97.03,0.9703,93.6,0.936,20.77,0.2077
order_858,84.62,0.8462,48,0.5333,77.88,0.7788,62.8,0.628,35.52,0.3552
order_859,77.29,0.7729,40,0.4444,82.57,0.8257,57.76,0.5776,29.03,0.2903
order_86,90.54,0.9054,31,0.3444,92.43,0.9243,86.7,0.867,22.04,0.2204
order_860,89.84,0.8984,34,0.3778,94.17,0.9417,91.6,0.916,24.35,0.2435
order_861,86.06,0.8606,33,0.3667,89.82,0.8982,89.48,0.8948,19.57,0.1957
order_862,81.26,0.8126,41,0.4556,75.91,0.7591,61.15,0.6115,36.2,0.362
order_863,87.71,0.8771,33,0.3667,91.52,0.9152,95.99,0.9599,18.65,0.1865
order_864,68.55,0.6855,51,0.5667,72.95,0.7295,59.48,0.5948,39.31,0.3931
order_865,71.2,0.712,36,0.4,68.33,0.6833,92.15,0.9215,36.49,0.3649
order_866,84.22,0.8422,36,0.4,95.53,0.9553,89.7,0.897,20.13,0.2013
order_867,80.39,0.8039,40,0.4444,62.52,0.6252,84.3,0.843,35.4,0.354
order_868,94.49,0.9449,35,0.3889,91.5,0.915,95.1,0.951,20.7,0.207
order_869,84.4,0.844,31,0.3444,94.99,0.9499,90.61,0.9061,21.39,0.2139
order_87,84.15,0.8415,42,0.4667,70.1,0.701,75.62,0.7562,39.19,0.3919
order_870,54.83,0.5483,44,0.4889,78.74,0.7874,70.16,0.7016,43.35,0.4335
order_871,87.98,0.8798,33,0.3667,90.08,0.9008,93.22,0.9322,25.91,0.2591
order_872,67.04,0.6704,36,0.4,71.03,0.7103,71.04,0.7104,31.62,0.3162
order_873,78.37,0.7837,46,0.5111,79.74,0.7974,55.85,0.5585,43.97,0.4397
order_874,82.5,0.825,46,0.5111,78.61,0.7861,71.76,0.7176,44.19,0.4419
order_875,95.77,0.9577,30,0.3333,96.7,0.967,91.74,0.9174,21.74,0.2174
order_876,62.71,0.6271,39,0.4333,69.02,0.6902,66.29,0.6629,31.41,0.3141
order_877,71.41,0.7141,39,0.4333,76.68,0.7668,57.08,0.5708,29.33,0.2933
order_878,91.09,0.9109,30,0.3333,96.69,0.9669,92.68,0.9268,23.21,0.2321
order_879,94.23,0.9423,31,0.3444,92.56,0.9256,94.62,0.9462,23.02,0.2302
order_88,73.5,0.735,49,0.5444,74.51,0.7451,70.26,0.7026,38.13,0.3813
order_880,87.2,0.872,32,0.3556,97.49,0.9749,93.33,0.9333,22.06,0.2206
order_881,89.51,0.8951,33,0.3667,95.87,0.9587,93.83,0.9383,21.34,0.2134
order_882,77.6,0.776,44,0.4889,68.95,0.6895,71.35,0.7135,25.03,0.2503
order_883,78.86,0.7886,45,0.5,81.23,0.8123,66.84,0.6684,39.85,0.3985
order_884,86.39,0.8639,49,0.5444,75.8,0.758,71.11,0.7111,44.67,0.4467
order_885,62.99,0.6299,39,0.4333,85.35,0.8535,77.8,0.778,40.22,0.4022
order_886,85.48,0.8548,32,0.3556,92.53,0.9253,92.99,0.9299,20.38,0.2038
order_887,66.79,0.6679,29,0.3222,84.55,0.8455,66.8,0.668,38.94,0.3894
order_888,74.98,0.7498,35,0.3889,67.19,0.6719,61.96,0.6196,33.66,0.3366
order_889,77.93,0.7793,36,0.4,88.23,0.8823,78.22,0.7822,42.85,0.4285
order_89,89.64,0.8964,36,0.4,93.45,0.9345,91.91,0.9191,22.34,0.2234
order_890,92.11,0.9211,34,0.3778,92.81,0.9281,90.4,0.904,23.28,0.2328
order_891,80.72,0.8072,39,0.4333,64.89,0.6489,68.34,0.6834,41.74,0.4174
order_892,95.42,0.9542,29,0.3222,92.93,0.9293,90.83,0.9083,24.71,0.2471
order_893,74.72,0.7472,36,0.4,79.91,0.7991,66.76,0.6676,30.65,0.3065
order_894,67.86,0.6786,51,0.5667,78.69,0.7869,70.86,0.7086,36.5,0.365
order_895,77.34,0.7734,43,0.4778,78.05,0.7805,70.92,0.7092,43.21,0.4321
order_896,90.07,0.9007,30,0.3333,92.47,0.9247,86.06,0.8606,26.05,0.2605
order_897,92.59,0.9259,30,0.3333,93.3,0.933,90.09,0.9009,25.09,0.2509
order_898,85.74,0.8574,32,0.3556,93.73,0.9373,94.48,0.9448,21.79,0.2179
order_899,84.73,0.8473,31,0.3444,91.57,0.9157,92.24,0.9224,24.87,0.2487
order_9,84.78,0.8478,30,0.3333,92.62,0.9262,90.86,0.9086,23.48,0.2348
order_90,89.48,0.8948,33,0.3667,92.44,0.9244,92.69,0.9269,23.56,0.2356
order_900,69.14,0.6914,46,0.5111,76.37,0.7637,78.36,0.7836,36.79,0.3679
order_901,91.14,0.9114,32,0.3556,93.76,0.9376,92.78,0.9278,23.07,0.2307
order_902,86.25,0.8625,36,0.4,89.35,0.8935,89.95,0.8995,21.81,0.2181
order_903,78.3,0.783,50,0.5556,62.99,0.6299,65.94,0.6594,25.24,0.2524
order_904,90.09,0.9009,33,0.3667,97.98,0.9798,92.36,0.9236,24.09,0.2409
order_905,91.75,0.9175,31,0.3444,90.48,0.9048,92.83,0.9283,19.02,0.1902
order_906,93.89,0.9389,32,0.3556,96.99,0.9699,90.56,0.9056,22.54,0.2254
order_907,76.67,0.7667,41,0.4556,72.97,0.7297,73.14,0.7314,32.44,0.3244
order_908,65.32,0.6532,48,0.5333,81.09,0.8109,70.53,0.7053,47.99,0.4799
order_909,72.86,0.7286,49,0.5444,77.23,0.7723,61.8,0.618,49.09,0.4909
order_91,82.93,0.8293,40,0.4444,81.09,0.8109,66.77,0.6677,42.97,0.4297
order_910,82.83,0.8283,29,0.3222,96.45,0.9645,91.25,0.9125,22.42,0.2242
order_911,64.23,0.6423,52,0.5778,84.33,0.8433,68.39,0.6839,35.57,0.3557
order_912,93.09,0.9309,37,0.4111,96.38,0.9638,98.52,0.9852,20.16,0.2016
order_913,87.54,0.8754,29,0.3222,95.1,0.951,92.53,0.9253,21.7,0.217
order_914,92.43,0.9243,35,0.3889,90.19,0.9019,90.21,0.9021,23.64,0.2364
order_915,71.26,0.7126,36,0.4,83.13,0.8313,59.68,0.5968,36.19,0.3619
order_916,90.99,0.9099,31,0.3444,95.96,0.9596,90.29,0.9029,24.82,0.2482
order_917,89.62,0.8962,34,0.3778,95.87,0.9587,90.12,0.9012,17.89,0.1789
order_918,91.08,0.9108,32,0.3556,95.39,0.9539,91.32,0.9132,21.14,0.2114
order_919,96.03,0.9603,28,0.3111,95.83,0.9583,90.28,0.9028,21.33,0.2133
order_92,89.05,0.8905,30,0.3333,95.43,0.9543,96.17,0.9617,22.94,0.2294
order_920,90.31,0.9031,30,0.3333,95.29,0.9529,98.47,0.9847,21.24,0.2124
order_921,71.99,0.7199,38,0.4222,72.57,0.7257,55.0,0.55,40.43,0.4043
order_922,87.46,0.8746,28,0.3111,95.88,0.9588,88.75,0.8875,21.32,0.2132
order_923,86.73,0.8673,33,0.3667,65.27,0.6527,72.15,0.7215,44.9,0.449
order_924,85.28,0.8528,33,0.3667,95.45,0.9545,85.82,0.8582,23.6,0.236
order_925,92.63,0.9263,31,0.3444,97.13,0.9713,95.41,0.9541,22.21,0.2221
order_926,71.39,0.7139,35,0.3889,75.74,0.7574,74.56,0.7456,36.05,0.3605
order_927,83.41,0.8341,35,0.3889,94.48,0.9448,90.86,0.9086,23.71,0.2371
order_928,94.57,0.9457,25,0.2778,95.09,0.9509,87.72,0.8772,23.0,0.23
order_929,90.38,0.9038,34,0.3778,92.75,0.9275,86.38,0.8638,21.1,0.211
order_93,91.22,0.9122,35,0.3889,91.07,0.9107,95.08,0.9508,20.7,0.207
order_930,77.9,0.779,38,0.4222,77.28,0.7728,77.14,0.7714,30.64,0.3064
order_931,69.56,0.6956,42,0.4667,92.81,0.9281,63.09,0.6309,50.24,0.5024
order_932,96.01,0.9601,32,0.3556,93.25,0.9325,89.92,0.8992,21.86,0.2186
order_933,63.75,0.6375,41,0.4556,86.48,0.8648,65.11,0.6511,36.56,0.3656
order_934,84.9,0.849,33,0.3667,94.66,0.9466,92.19,0.9219,21.57,0.2157
order_935,89.12,0.8912,33,0.3667,93.93,0.9393,92.94,0.9294,22.43,0.2243
order_936,93.37,0.9337,34,0.3778,94.48,0.9448,96.56,0.9656,22.84,0.2284
order_937,93.91,0.9391,34,0.3778,89.4,0.894,95.91,0.9591,22.27,0.2227
order_938,89.84,0.8984,33,0.3667,93.14,0.9314,92.68,0.9268,20.82,0.2082
order_939,93.82,0.9382,32,0.3556,93.04,0.9304,89.23,0.8923,22.54,0.2254
order_94,90.56,0.9056,33,0.3667,91.43,0.9143,87.2,0.872,23.25,0.2325
order_940,86.88,0.8688,35,0.3889,87.13,0.8713,72.27,0.7227,37.96,0.3796
order_941,71.82,0.7182,33,0.3667,82.91,0.8291,63.8,0.638,33.32,0.3332
order_942,82.94,0.8294,30,0.3333,65.33,0.6533,69.85,0.6985,39.76,0.3976
order_943,91.45,0.9145,31,0.3444,100.0,1.0,91.32,0.9132,21.54,0.2154
order_944,87.61,0.8761,32,0.3556,95.54,0.9554,95.61,0.9561,19.02,0.1902
order_945,89.26,0.8926,33,0.3667,95.47,0.9547,92.02,0.9202,23.08,0.2308
order_946,87.57,0.8757,36,0.4,96.48,0.9648,87.97,0.8797,19.85,0.1985
order_947,86.86,0.8686,34,0.3778,90.79,0.9079,91.01,0.9101,22.91,0.2291
order_948,89.8,0.898,33,0.3667,91.34,0.9134,93.78,0.9378,20.77,0.2077
order_949,89.03,0.8903,33,0.3667,94.26,0.9426,92.07,0.9207,20.5,0.205
order_95,89.1,0.891,32,0.3556,90.56,0.9056,90.61,0.9061,22.78,0.2278
order_950,86.17,0.8617,35,0.3889,97.17,0.9717,88.26,0.8826,24.72,0.2472
order_951,89.57,0.8957,33,0.3667,92.76,0.9276,94.77,0.9477,22.81,0.2281
order_952,68.49,0.6849,34,0.3778,65.78,0.6578,71.5,0.715,41.43,0.4143
order_953,80.21,0.8021,40,0.4444,67.9,0.679,64.54,0.6454,44.91,0.4491
order_954,71.12,0.7112,42,0.4667,68.47,0.6847,72.69,0.7269,35.25,0.3525
order_955,83.37,0.8337,46,0.5111,72.53,0.7253,68.99,0.6899,34.69,0.3469
order_956,85.74,0.8574,30,0.3333,94.5,0.945,92.98,0.9298,22.3,0.223
order_957,89.09,0.8909,34,0.3778,94.16,0.9416,94.11,0.9411,18.45,0.1845
order_958,78.23,0.7823,33,0.3667,90.44,0.9044,91.36,0.9136,21.4,0.214
order_959,87.7,0.877,43,0.4778,77.16,0.7716,76.7,0.767,40.21,0.4021
order_96,88.63,0.8863,35,0.3889,91.23,0.9123,92.97,0.9297,18.9,0.189
order_960,90.61,0.9061,32,0.3556,98.19,0.9819,87.31,0.8731,20.8,0.208
order_961,92.47,0.9247,33,0.3667,94.45,0.9445,89.13,0.8913,20.82,0.2082
order_962,84.96,0.8496,41,0.4556,78.63,0.7863,69.08,0.6908,30.9,0.309
order_963,92.8,0.928,33,0.3667,99.76,0.9976,88.95,0.8895,23.65,0.2365
order_964,86.07,0.8607,32,0.3556,96.44,0.9644,85.78,0.8578,21.59,0.2159
order_965,70.49,0.7049,37,0.4111,78.7,0.787,78.97,0.7897,37.2,0.372
order_966,90.62,0.9062,32,0.3556,94.0,0.94,88.73,0.8873,24.22,0.2422
order_967,77.36,0.7736,43,0.4778,70.35,0.7035,66.33,0.6633,36.94,0.3694
order_968,85.4,0.854,28,0.3111,92.5,0.925,93.57,0.9357,20.69,0.2069
order_969,66.85,0.6685,36,0.4,72.81,0.7281,67.17,0.6717,50.99,0.5099
order_97,93.16,0.9316,35,0.3889,96.92,0.9692,89.0,0.89,19.56,0.1956
order_970,86.68,0.8668,35,0.3889,92.63,0.9263,88.25,0.8825,21.14,0.2114
order_971,73.09,0.7309,43,0.4778,77.76,0.7776,63.37,0.6337,42.11,0.4211
order_972,88.08,0.8808,32,0.3556,95.72,0.9572,90.07,0.9007,20.86,0.2086
order_973,79.73,0.7973,36,0.4,73.31,0.7331,74.45,0.7445,50.32,0.5032
order_974,79.84,0.7984,44,0.4889,79.72,0.7972,61.41,0.6141,38.69,0.3869
order_975,89.91,0.8991,33,0.3667,94.29,0.9429,93.14,0.9314,21.38,0.2138
order_976,90.18,0.9018,29,0.3222,93.2,0.932,96.17,0.9617,22.64,0.2264
order_977,89.94,0.8994,37,0.4111,90.6,0.906,88.67,0.8867,25.43,0.2543
order_978,75.37,0.7537,40,0.4444,67.61,0.6761,73.58,0.7358,41.27,0.4127
order_979,66.24,0.6624,40,0.4444,73.65,0.7365,72.05,0.7205,31.28,0.3128
order_98,93.76,0.9376,34,0.3778,93.09,0.9309,91.35,0.9135,21.73,0.2173
order_980,87.67,0.8767,31,0.3444,93.32,0.9332,96.84,0.9684,23.89,0.2389
order_981,82.48,0.8248,43,0.4778,68.18,0.6818,69.67,0.6967,43.82,0.4382
order_982,86.23,0.8623,34,0.3778,99.81,0.9981,95.19,0.9519,24.83,0.2483
order_983,90.66,0.9066,34,0.3778,92.21,0.9221,94.39,0.9439,23.31,0.2331
order_984,90.87,0.9087,35,0.3889,92.65,0.9265,91.44,0.9144,22.19,0.2219
order_985,86.91,0.8691,33,0.3667,89.7,0.897,95.14,0.9514,22.09,0.2209
order_986,70.83,0.7083,36,0.4,74.36,0.7436,75.51,0.7551,41.29,0.4129
order_987,87.88,0.8788,30,0.3333,95.64,0.9564,89.83,0.8983,22.12,0.2212
order_988,75.99,0.7599,43,0.4778,82.01,0.8201,59.9,0.599,26.53,0.2653
order_989,88.3,0.883,37,0.4111,99.06,0.9906,97.49,0.9749,21.61,0.2161
order_99,84.65,0.8465,26,0.2889,92.46,0.9246,91.41,0.9141,24.6,0.246
order_990,92.6,0.926,33,0.3667,91.78,0.9178,89.12,0.8912,22.51,0.2251
order_991,92.09,0.9209,33,0.3667,91.41,0.9141,93.95,0.9395,22.85,0.2285
order_992,86.79,0.8679,30,0.3333,95.72,0.9572,91.3,0.913,25.18,0.2518
order_993,79.01,0.7901,38,0.4222,75.93,0.7593,70.51,0.7051,33.63,0.3363
order_994,67.7,0.677,45,0.5,81.92,0.8192,74.83,0.7483,47.09,0.4709
order_995,88.37,0.8837,36,0.4,91.75,0.9175,88.96,0.8896,18.48,0.1848
order_996,71.43,0.7143,38,0.4222,79.68,0.7968,71.95,0.7195,30.84,0.3084
order_997,88.82,0.8882,31,0.3444,89.56,0.8956,89.06,0.8906,20.46,0.2046
order_998,94.3,0.943,32,0.3556,95.66,0.9566,87.5,0.875,24.39,0.2439
order_999,93.9,0.939,27,0.3,92.24,0.9224,93.49,0.9349,23.29,0.2329
